Product Name,Product ID,Image URL,Rating,Total Reviews,Brand,Category Name,Category ID,Product URL
ASDA Fruit & Seed Mix 150g,1000375030217,https://ui.assets-asda.com:443/dm/5057172859825,4.4828,29,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-fruit-&-seed-mix-150g/1000375030217
ASDA Pineapple 100g,1000383175840,https://ui.assets-asda.com:443/dm/5063089221372,3.625,8,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-pineapple-100g/1000383175840
ASDA 3 Raisin Mix 200g,1000373536180,https://ui.assets-asda.com:443/dm/5054781718475,4.1143,35,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-3-raisin-mix-200g/1000373536180
Love Me Tender Pomelo,1000383207064,https://ui.assets-asda.com:443/dm/5063089354216,4.1333,15,Love Me Tender,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/love-me-tender-pomelo/1000383207064
ASDA Organic Carrots 700g,1000383267981,https://ui.assets-asda.com:443/dm/5063089822654,4,1,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-carrots-700g/1000383267981
ASDA Melon & Grapes 100g,1000383175933,https://ui.assets-asda.com:443/dm/5063089221365,3.0833,12,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-melon-&-grapes-100g/1000383175933
ASDA Refreshing & Crunchy Coconut,30694,https://ui.assets-asda.com:443/dm/0000000007313,2.9512,82,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-refreshing-&-crunchy-coconut/30694
ASDA 4 Smooth & Sweet Flat Peaches,1000049687390,https://ui.assets-asda.com:443/dm/5054781859079,3.2772,101,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-4-smooth-&-sweet-flat-peaches/1000049687390
ASDA 5 Sweet & Juicy Blood Oranges,1000196324531,https://ui.assets-asda.com:443/dm/05057172285600,3.6032,63,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-5-sweet-&-juicy-blood-oranges/1000196324531
"ASDA Sweet & Tangy Kiwi, Melon & Strawberry 220g",1000383235325,https://ui.assets-asda.com:443/dm/5063089527672,2.3846,13,ASDA,"Fruit, Veg & Flowers",1215686352935,"https://groceries.asda.com/product/asda-sweet-&-tangy-kiwi,-melon-&-strawberry-220g/1000383235325"
ASDA Extra Special 4 English Apples,1000383153218,https://ui.assets-asda.com:443/dm/5063089028292,4.1333,15,ASDA Extra Special,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-extra-special-4-english-apples/1000383153218
ASDA Coconut Chunks,1000207494944,https://ui.assets-asda.com:443/dm/5057172285778,3.5854,41,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-coconut-chunks/1000207494944
ASDA Trail Mix 200g,1000373536046,https://ui.assets-asda.com:443/dm/5054781718635,4.32,50,ASDA,Food Cupboard,1215337189632,https://groceries.asda.com/product/asda-trail-mix-200g/1000373536046
ASDA Cranberry & Macadamia Mix 200g,1000373536130,https://ui.assets-asda.com:443/dm/5057172859498,4.0769,39,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-cranberry-&-macadamia-mix-200g/1000373536130
ASDA Organic Raspberries,910003101807,https://ui.assets-asda.com:443/dm/5054781593430,3.375,8,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-raspberries/910003101807
ASDA Goji Berries 100g,1000375279813,https://ui.assets-asda.com:443/dm/5057172924363,3.9302,43,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-goji-berries-100g/1000375279813
ASDA British Crisp & Fragrant Russet Apples,1000383208897,https://ui.assets-asda.com:443/dm/5063089354254,3.8571,21,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-british-crisp-&-fragrant-russet-apples/1000383208897
ASDA Organic Lemons,1000383230323,https://ui.assets-asda.com:443/dm/5063089527283,3.75,8,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-lemons/1000383230323
ASDA Cashew & Raisin Mix 250g,1000373536108,https://ui.assets-asda.com:443/dm/5057172859481,4.55,40,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-cashew-&-raisin-mix-250g/1000373536108
ASDA Organic Sweetclems 500g,1000383259993,https://ui.assets-asda.com:443/dm/5063089133835,4.5,2,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-sweetclems-500g/1000383259993
ASDA Tart & Sweet Plums 400g,1000383213870,https://ui.assets-asda.com:443/dm/5063089354391,3,5,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-tart-&-sweet-plums-400g/1000383213870
ASDA Organic Lettuce (Variety may vary),38007,https://ui.assets-asda.com:443/dm/0000023064171,4.1081,37,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-lettuce-(variety-may-vary)/38007
ASDA 3 Smooth & Sweet Peaches,1000383155432,https://ui.assets-asda.com:443/dm/5063089028506,2.8261,23,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-3-smooth-&-sweet-peaches/1000383155432
ASDA Ready To Eat Figs,910001461718,https://ui.assets-asda.com:443/dm/5054070412770,2.8353,85,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-ready-to-eat-figs/910001461718
ASDA Extra Special Ripe & Ready Giant Avocado,1000336288559,https://ui.assets-asda.com:443/dm/5057172765539,2.5,26,ASDA Extra Special,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-extra-special-ripe-&-ready-giant-avocado/1000336288559
ASDA Organic Baby Potatoes,44797321,https://ui.assets-asda.com:443/dm/5050854514036,2.4681,47,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-baby-potatoes/44797321
"ASDA Fruit, Nut & Seed Mix 200g",1000375279988,https://ui.assets-asda.com:443/dm/5057172924387,4.8,45,ASDA,"Fruit, Veg & Flowers",1215686352935,"https://groceries.asda.com/product/asda-fruit,-nut-&-seed-mix-200g/1000375279988"
ASDA Sweet & Juicy Summer Fruit Bowl 450g,1000383226809,https://ui.assets-asda.com:443/dm/5063089497869,2.9286,14,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-juicy-summer-fruit-bowl-450g/1000383226809
ASDA Sweet & Juicy Summer Fruit Bowl 450g,1000383226809,https://ui.assets-asda.com:443/dm/5063089497869,2.9286,14,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-juicy-summer-fruit-bowl-450g/1000383226809
ASDA Grower's Selection Apricots,910000326695,https://ui.assets-asda.com:443/dm/5051413968659,3.1731,52,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-grower's-selection-apricots/910000326695
ASDA Extra Special LemonGold 4 Seedless Lemons,1000383189957,https://ui.assets-asda.com:443/dm/5063089133644,3.8876,89,ASDA Extra Special,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-extra-special-lemongold-4-seedless-lemons/1000383189957
ASDA Organic Cauliflower,34162,https://ui.assets-asda.com:443/dm/0000023037021,3.4074,54,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-cauliflower/34162
"ASDA Sweet & Juicy Strawberry, Apple & Grapes 130g",910003003923,https://ui.assets-asda.com:443/dm/5054781443629,3.9429,35,ASDA,"Fruit, Veg & Flowers",1215686352935,"https://groceries.asda.com/product/asda-sweet-&-juicy-strawberry,-apple-&-grapes-130g/910003003923"
ASDA Organic White Mushrooms,1000087344363,https://ui.assets-asda.com:443/dm/5057172010912,3.4118,68,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-white-mushrooms/1000087344363
ASDA Figs 200g,1000375030210,https://ui.assets-asda.com:443/dm/5057172859832,4.2712,59,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-figs-200g/1000375030210
ASDA Cranberries 100g,1000375030234,https://ui.assets-asda.com:443/dm/5057172859801,4.6364,44,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-cranberries-100g/1000375030234
JUST ESSENTIALS by ASDA Plums,910003095318,https://ui.assets-asda.com:443/dm/5054781580799,2.4052,116,JUST ESSENTIALS by ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/just-essentials-by-asda-plums/910003095318
"ASDA Sweet & Crisp Pineapple, Grapes & Apple 225g",1000121694551,https://ui.assets-asda.com:443/dm/5057172014446,3.5652,46,ASDA,"Fruit, Veg & Flowers",1215686352935,"https://groceries.asda.com/product/asda-sweet-&-crisp-pineapple,-grapes-&-apple-225g/1000121694551"
Zeina Deglet Nour Dates,1000378288605,https://ui.assets-asda.com:443/dm/5029477009755,4.2439,41,Zeina,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/zeina-deglet-nour-dates/1000378288605
ASDA Cashew & Cranberry Mix 250g,1000373536030,https://ui.assets-asda.com:443/dm/5057172859474,4.8293,41,ASDA,Food Cupboard,1215337189632,https://groceries.asda.com/product/asda-cashew-&-cranberry-mix-250g/1000373536030
ASDA Organic Red Onions,38819,https://ui.assets-asda.com:443/dm/0000027251713,3.8511,94,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-red-onions/38819
ASDA Extra Special Hand Picked Cherries,1000344534548,https://ui.assets-asda.com:443/dm/5057172765621,3.7714,35,ASDA Extra Special,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-extra-special-hand-picked-cherries/1000344534548
ASDA Sweet & Crisp Dessert Pears 610g,1000383233203,https://ui.assets-asda.com:443/dm/5063089527627,3.0645,31,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-crisp-dessert-pears-610g/1000383233203
ASDA Banana Chips 75g,1000375279839,https://ui.assets-asda.com:443/dm/5054781718499,4.0299,67,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-banana-chips-75g/1000375279839
ASDA Extra Special Seasonal Selection Pears,910003053098,https://ui.assets-asda.com:443/dm/5054781513254,2.8205,39,ASDA Extra Special,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-extra-special-seasonal-selection-pears/910003053098
ASDA Loose Lemon,24662,https://ui.assets-asda.com:443/dm/0000000006194,3.8661,112,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-loose-lemon/24662
ASDA Sweet & Tart Grapefruits,910000219386,https://ui.assets-asda.com:443/dm/5051413765043,3.8333,60,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-tart-grapefruits/910000219386
ASDA Organic Peppers (Colour may vary),38005,https://ui.assets-asda.com:443/dm/0000027240908,4.1731,52,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-peppers-(colour-may-vary)/38005
ASDA Juicy & Sweet Mango Fingers 420g,1000383231895,https://ui.assets-asda.com:443/dm/5063089527573,2.6667,6,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-juicy-&-sweet-mango-fingers-420g/1000383231895
ASDA Organic Brown Onions,910002526245,https://ui.assets-asda.com:443/dm/5054781135524,3.3077,117,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-brown-onions/910002526245
ASDA 3 Juicy & Sweet Nectarines,1000383155414,https://ui.assets-asda.com:443/dm/5063089028469,3.4118,34,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-3-juicy-&-sweet-nectarines/1000383155414
ASDA Giant Pineapple (Ripe & Ready To Eat),20326,https://ui.assets-asda.com:443/dm/27394052,4.1429,42,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-giant-pineapple-(ripe-&-ready-to-eat)/20326
ASDA Delicate & Smooth Papaya (Typically 350g),32834,https://ui.assets-asda.com:443/dm/0000027430392,2.7527,93,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-delicate-&-smooth-papaya-(typically-350g)/32834
ASDA Organic White Potatoes,34561,https://ui.assets-asda.com:443/dm/0000023060357,3.0278,72,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-white-potatoes/34561
ASDA Grapes,910001413504,https://ui.assets-asda.com:443/dm/5054070299180,3.1778,90,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-grapes/910001413504
Love Me Tender Dragon Fruit,1000383182048,https://ui.assets-asda.com:443/dm/5060052086907,2.9677,31,Love Me Tender,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/love-me-tender-dragon-fruit/1000383182048
ASDA Organic Seasonal Cabbage (Colour and Variety may vary),41695,https://ui.assets-asda.com:443/dm/0000023064096,3.7647,51,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-seasonal-cabbage-(colour-and-variety-may-vary)/41695
ASDA Organic Leeks,833050,https://ui.assets-asda.com:443/dm/0000027330678,4.3636,44,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-leeks/833050
ASDA Succulent & Juicy Mixed Berries 200g,1000383208907,https://ui.assets-asda.com:443/dm/5063089354278  ,4,15,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-succulent-&-juicy-mixed-berries-200g/1000383208907
ASDA British Crisp & Juicy Apples,910002849507,https://ui.assets-asda.com:443/dm/5054781401223,3.3077,39,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-british-crisp-&-juicy-apples/910002849507
ASDA Sweet & Juicy Berry Medley,1000054991360,https://ui.assets-asda.com:443/dm/5054781744856,2.6824,85,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-juicy-berry-medley/1000054991360
ASDA Strawberry & Grapes 90g,1000383175752,https://ui.assets-asda.com:443/dm/5063089221358,2.7857,28,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-strawberry-&-grapes-90g/1000383175752
JUST ESSENTIALS by ASDA Farm Stores Cherries,910003126547,https://ui.assets-asda.com:443/dm/5054781593904,2.7925,53,JUST ESSENTIALS by ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/just-essentials-by-asda-farm-stores-cherries/910003126547
ASDA Loose Red Grapefruit,28718,https://ui.assets-asda.com:443/dm/0000000042888,4.009,111,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-loose-red-grapefruit/28718
ASDA Apricots 200g,1000375030367,https://ui.assets-asda.com:443/dm/5057172859849,4.6825,63,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-apricots-200g/1000375030367
ASDA Juicy & Refreshing Melon Fingers 450g,1000383230313,https://ui.assets-asda.com:443/dm/5063089527306,4.8333,12,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-juicy-&-refreshing-melon-fingers-450g/1000383230313
ASDA Organic Vine Tomatoes,41770,https://ui.assets-asda.com:443/dm/0000023064232,3.4177,79,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-vine-tomatoes/41770
ASDA Prunes 200g,1000375030172,https://ui.assets-asda.com:443/dm/5057172859856,4.7049,61,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-prunes-200g/1000375030172
ASDA Galia Melon,479953,https://ui.assets-asda.com:443/dm/5050854251702,3.1452,124,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-galia-melon/479953
"ASDA Raisins, Berries & Cherries 250g",1000373536205,https://ui.assets-asda.com:443/dm/5057172859504,4.5846,65,ASDA,"Fruit, Veg & Flowers",1215686352935,"https://groceries.asda.com/product/asda-raisins,-berries-&-cherries-250g/1000373536205"
ASDA Sweet & Juicy Fruit Platter 850g,1000364391696,https://ui.assets-asda.com:443/dm/5057172818884,4.0784,51,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-juicy-fruit-platter-850g/1000364391696
JUST ESSENTIALS by ASDA Oranges,910003095074,https://ui.assets-asda.com:443/dm/5054781580782,2.4819,83,JUST ESSENTIALS by ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/just-essentials-by-asda-oranges/910003095074
ASDA Ripe & Juicy Cherries,910002325300,https://ui.assets-asda.com:443/dm/5051413829608,3.2623,61,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-ripe-&-juicy-cherries/910002325300
ASDA Crisp & Juicy Watermelon Chunks,1000285582838,https://ui.assets-asda.com:443/dm/5057172551347,2.9412,68,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-crisp-&-juicy-watermelon-chunks/1000285582838
ASDA Dates 200g,1000375030160,https://ui.assets-asda.com:443/dm/5057172859863,4.4778,90,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-dates-200g/1000375030160
ASDA Sharp & Sweet Passion Fruit,910001511842,https://ui.assets-asda.com:443/dm/5051413595992,3.75,76,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sharp-&-sweet-passion-fruit/910001511842
ASDA Organic Blueberries,910003101794,https://ui.assets-asda.com:443/dm/5054781593515,3.88,50,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-blueberries/910003101794
ASDA Organic Kiwi Fruit,1000231565879,https://ui.assets-asda.com:443/dm/5057172445233,4.0185,54,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-kiwi-fruit/1000231565879
ASDA Organic Spinach,910003082158,https://ui.assets-asda.com:443/dm/5054781512264,3.7069,58,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-spinach/910003082158
ASDA Organic Ripe Avocado,1000230965240,https://ui.assets-asda.com:443/dm/5057172440023,3.1685,89,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-ripe-avocado/1000230965240
ASDA 4 Juicy & Crisp Honeycrunch Apples,910000059733,https://ui.assets-asda.com:443/dm/5051413739273,3.6983,116,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-4-juicy-&-crisp-honeycrunch-apples/910000059733
JUST ESSENTIALS by ASDA Pears (Colour and Variety may vary),910003095147,https://ui.assets-asda.com:443/dm/5054781580829,2.797,133,JUST ESSENTIALS by ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/just-essentials-by-asda-pears-(colour-and-variety-may-vary)/910003095147
ASDA Mango Melon & Pineapple Mini Platter,910000347964,https://ui.assets-asda.com:443/dm/5052449008197,3.5139,72,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-mango-melon-&-pineapple-mini-platter/910000347964
ASDA Pomegranate,910001290204,https://ui.assets-asda.com:443/dm/5050854807206,2.812,117,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-pomegranate/910001290204
ASDA Organic Apples,910002849503,https://ui.assets-asda.com:443/dm/5054781401308,4.1948,77,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-apples/910002849503
ASDA Melon & Grapes,910001070531,https://ui.assets-asda.com:443/dm/5052449917031,3.4516,62,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-melon-&-grapes/910001070531
ASDA Extra Special Medjoul Dates,1000378288658,https://ui.assets-asda.com:443/dm/5054781712718,3.8247,97,ASDA Extra Special,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-extra-special-medjoul-dates/1000378288658
ASDA Juicy & Sweet Mango Chunks,910002857440,https://ui.assets-asda.com:443/dm/5054781315995,3.1169,77,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-juicy-&-sweet-mango-chunks/910002857440
ASDA Sweet & Juicy Melon Medley,1000017779746,https://ui.assets-asda.com:443/dm/5054781744023,3.2532,79,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-juicy-melon-medley/1000017779746
ASDA Mild & Crisp Apple Grapes & Cheese,910000426024,https://ui.assets-asda.com:443/dm/5052449215045,4.4516,62,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-mild-&-crisp-apple-grapes-&-cheese/910000426024
JUST ESSENTIALS by ASDA Farm Stores Strawberries 227g,1000012735128,https://ui.assets-asda.com:443/dm/5054781593539,1.8107,169,JUST ESSENTIALS by ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/just-essentials-by-asda-farm-stores-strawberries-227g/1000012735128
ASDA Sharp & Juicy Bramley Apples 1kg,1000084899783,https://ui.assets-asda.com:443/dm/5054781884279,4.0265,113,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sharp-&-juicy-bramley-apples-1kg/1000084899783
ASDA Organic Garlic 40mm+,31786,https://ui.assets-asda.com:443/dm/23060005,3.4504,131,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-garlic-40mm+/31786
ASDA 6 Tangy & Crisp Jazz Apples,1000383152347,https://ui.assets-asda.com:443/dm/5063089028254,4.2115,52,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-6-tangy-&-crisp-jazz-apples/1000383152347
ASDA Organic Broccoli 300g,1000056517020,https://ui.assets-asda.com:443/dm/5054781860273,3.2689,119,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-broccoli-300g/1000056517020
ASDA Smooth & Sweet Peaches,1000299625410,https://ui.assets-asda.com:443/dm/5057172688128,2.6325,117,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-smooth-&-sweet-peaches/1000299625410
ASDA Crisp & Juicy Watermelon Fingers,1000383171638,https://ui.assets-asda.com:443/dm/5063089132975,3.2564,39,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-crisp-&-juicy-watermelon-fingers/1000383171638
ASDA Zingy & Crisp Braeburn Apples,910002849516,https://ui.assets-asda.com:443/dm/5054781401261,3.6229,297,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-zingy-&-crisp-braeburn-apples/910002849516
Pink Lady Apples,1000308693040,https://ui.assets-asda.com:443/dm/5057172689620,3.6725,171,Pink Lady,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/pink-lady-apples/1000308693040
ASDA Sweet & Juicy Royal Gala Apples,910002849510,https://ui.assets-asda.com:443/dm/5054781401285,3.7877,405,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-juicy-royal-gala-apples/910002849510
ASDA Garden Gang Amazing Apples (Colour may vary),1000144509295,https://ui.assets-asda.com:443/dm/5057172014880,3.9566,369,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-garden-gang-amazing-apples-(colour-may-vary)/1000144509295
JUST ESSENTIALS by ASDA Apples (Colour and Variety may vary),910003095036,https://ui.assets-asda.com:443/dm/5054781580812,2.825,160,JUST ESSENTIALS by ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/just-essentials-by-asda-apples-(colour-and-variety-may-vary)/910003095036
Pink Lady Apples,910001037283,https://ui.assets-asda.com:443/dm/5052449894134,3.4497,189,Pink Lady,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/pink-lady-apples/910001037283
ASDA Soft & Sweet Golden Delicious Apples,910002849529,https://ui.assets-asda.com:443/dm/5054781401186,3.5229,153,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-soft-&-sweet-golden-delicious-apples/910002849529
ASDA Tart & Juicy Granny Smith Apples,910002849538,https://ui.assets-asda.com:443/dm/5054781401100,4.0282,177,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-tart-&-juicy-granny-smith-apples/910002849538
ASDA British Crisp & Fragrant Russet Apples,1000383208897,https://ui.assets-asda.com:443/dm/5063089354254,3.8571,21,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-british-crisp-&-fragrant-russet-apples/1000383208897
ASDA Extra Special 4 English Apples,1000383153218,https://ui.assets-asda.com:443/dm/5063089028292,4.1333,15,ASDA Extra Special,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-extra-special-4-english-apples/1000383153218
ASDA British Crisp & Juicy Apples,910002849507,https://ui.assets-asda.com:443/dm/5054781401223,3.3077,39,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-british-crisp-&-juicy-apples/910002849507
ASDA Crisp & Juicy Apple Slices,910001413502,https://ui.assets-asda.com:443/dm/5054070299166,3.7204,93,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-crisp-&-juicy-apple-slices/910001413502
ASDA Sharp & Juicy Bramley Apples 1kg,1000084899783,https://ui.assets-asda.com:443/dm/5054781884279,4.0265,113,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sharp-&-juicy-bramley-apples-1kg/1000084899783
ASDA 6 Tangy & Crisp Jazz Apples,1000383152347,https://ui.assets-asda.com:443/dm/5063089028254,4.2115,52,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-6-tangy-&-crisp-jazz-apples/1000383152347
ASDA 4 Juicy & Crisp Honeycrunch Apples,910000059733,https://ui.assets-asda.com:443/dm/5051413739273,3.6983,116,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-4-juicy-&-crisp-honeycrunch-apples/910000059733
LoliPop 4 Apples,1000383260931,https://ui.assets-asda.com:443/dm/3760263140093  ,2,1,LoliPop,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/lolipop-4-apples/1000383260931
ASDA Organic Apples,910002849503,https://ui.assets-asda.com:443/dm/5054781401308,4.1948,77,ASDA Organic,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-organic-apples/910002849503
ASDA Refreshing & Sweet Seedless Red Grapes 500g,1000383256484,https://ui.assets-asda.com:443/dm/5063089708934  ,3.36,100,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-refreshing-&-sweet-seedless-red-grapes-500g/1000383256484
ASDA Crisp & Juicy Seedless Green Grapes 500g,1000383256459,https://ui.assets-asda.com:443/dm/5063089708910  ,3.6327,98,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-crisp-&-juicy-seedless-green-grapes-500g/1000383256459
ASDA Sweet & Juicy Seedless Mixed Grapes 500g,1000383256445,https://ui.assets-asda.com:443/dm/5063089708897  ,3.9205,88,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-sweet-&-juicy-seedless-mixed-grapes-500g/1000383256445
