website|product_url|product_name|brand|original_price|sale_price|category|product_sku|total_number_of_reviews|1_star|2_star|3_star|4_star|5_star|date_of_purchase|place_of_purchase|review_title|review_text
MMLaFleur|https://mmlafleur.com/products/jordan-black|Jordan Wide-Leg Trouser - Butter Ponte :: Black|||279|Pants|8023704600771|22|0|0|0|4|18|2024-12-22||Exchanged for a smaller size.|Exchanged for a smaller size. The material is nice and thick and drapes well. Please make pants in short lengths!
MMLaFleur|https://mmlafleur.com/products/mejia-dark-navy|Mejia Pant - Washable Wool Twill :: Dark Navy|||289|Pants|7200922501315|107|5|2|9|15|76|2025-05-26||I won’t know until I|I won’t know until I wear it, but I chose it for the fabric and the styling. I assume it will be great.
MMLaFleur|https://mmlafleur.com/products/zuri-black|Zuri Pant - Washable Wool Twill :: Black|||329|Pants|7956157726915|6|0|0|1|1|4|2025-05-05||Absolutely in love with these|Absolutely in love with these pants! The fit is impeccable—tailored but comfortable. I don’t believe there’s a more flattering pair of trousers out there.
MMLaFleur|https://mmlafleur.com/products/zuri-black|Zuri Pant - Washable Wool Twill :: Black|||329|Pants|7956157726915|6|0|0|1|1|4|2024-10-17||Comfortable and on trend -|Comfortable and on trend - even for petites
MMLaFleur|https://mmlafleur.com/products/zuri-black|Zuri Pant - Washable Wool Twill :: Black|||329|Pants|7956157726915|6|0|0|1|1|4|2024-01-31||Runs way large|I normally wear a size 2 in MMLaFleur pants. The size 2 on these pants was way too big (I would have guessed they were a size 4 or 6). I would have exchanged for a 0 but it's out of stock.
MMLaFleur|https://mmlafleur.com/products/zuri-black|Zuri Pant - Washable Wool Twill :: Black|||329|Pants|7956157726915|6|0|0|1|1|4|2023-12-30||So Chic!|I was worried that these would dwarf me as I’m 5’3. I did have to have them hemmed but they are one of my favorite pair of pants. I love the silhouette!
MMLaFleur|https://mmlafleur.com/products/zuri-black|Zuri Pant - Washable Wool Twill :: Black|||329|Pants|7956157726915|6|0|0|1|1|4|2023-10-19||Gorgeous drape|Beautiful trousers, with a dramatic shape. Unfortunately, the faced waistband does not work well for me, so I returned them.
MMLaFleur|https://mmlafleur.com/products/tali-tan|Tali Breeze Cardigan - Tape Yarn  :: Tan|||289|Jackets|8117492646083|1|0|0|0|1|0|2025-06-01||I love this cardigan. It’s|I love this cardigan. It’s perfect for layering and has a light airy feel. My only feedback is the length compared to the shell- untucked together to proportions look slightly off. It still a keeper. TTS for me.
MMLaFleur|https://mmlafleur.com/products/teddy-navy-ivory|Teddy Breeze Jacket - Summer Pinstripe :: Navy/Ivory|||399|Jackets|8067012067523|2|0|0|0|0|2|2025-05-19||Gorgeous fabric and perfect for|Gorgeous fabric and perfect for adding a bit of polish to outfits in humid summer weather. I took my regular size for an intentionally oversized, breezy fit, but could have easily sized down one or two sizes.
MMLaFleur|https://mmlafleur.com/products/zosia-black|Zosia Cardigan - Crochet Knit :: Black|||269|Jackets|8089257083075|2|0|0|0|0|2|2025-06-07||I love this cardigan. The|I love this cardigan. The knit pattern detail is so lovely and the color is a rich, deep black. Fits TTS for me. The black is heavier weight than the ivory. I wear it in place of a blazer in the office and it looks amazing with jeans too.
MMLaFleur|https://mmlafleur.com/products/zosia-black|Zosia Cardigan - Crochet Knit :: Black|||269|Jackets|8089257083075|2|0|0|0|0|2|2025-05-31||A very special cardi! Gorgeous…|"A very special cardi! Gorgeous… and they just brought it back in Black, for Spring /Summer 2025! 
It does run a tad small, sized up at my stylist’s recommendation."
MMLaFleur|https://mmlafleur.com/products/emery-black-white|Emery Safari Blazer - Porto Weave :: Black/White|||299|Jackets|8022044868803|2|0|0|0|0|2|2025-04-30||Love it for travel!|I always seem to need a jacket to fly and this jacket was SO versatile. It looked great with black and gray slacks as well as my Filomina blouse in white!!
MMLaFleur|https://mmlafleur.com/products/emery-black-white|Emery Safari Blazer - Porto Weave :: Black/White|||299|Jackets|8022044868803|2|0|0|0|0|2|2025-04-26||Fits perfectly and works right|Fits perfectly and works right into the rotation easy to dress up or down. Looks polished as a suit and easy with jeans and separates
MMLaFleur|https://mmlafleur.com/products/tyner-mixed-check|Tyner Director Blazer - Sharkskin :: Mixed Check|||329|Jackets|8024577278147|3|0|0|0|2|1|2025-04-21||Great smart jacket! Goes with|Great smart jacket! Goes with everything!!
MMLaFleur|https://mmlafleur.com/products/tyner-mixed-check|Tyner Director Blazer - Sharkskin :: Mixed Check|||329|Jackets|8024577278147|3|0|0|0|2|1|2025-03-03|||So happy with this—a little long but lovely
MMLaFleur|https://mmlafleur.com/products/tyner-mixed-check|Tyner Director Blazer - Sharkskin :: Mixed Check|||329|Jackets|8024577278147|3|0|0|0|2|1|2024-10-29||Great jacket, fantastic color, but|Great jacket, fantastic color, but this chino fabric was just too rigid for me as I like a drapier blazer. I ultimately returned this because what I really want is a chocolate brown Yiyan. I was hoping this would be an acceptable substitute, but no. I took my smaller MM size in this one.
MMLaFleur|https://mmlafleur.com/products/athena-ginger|Athena Jetset Blazer - Everyday Crepe with Topstitch :: Ginger|||349|Jackets|8022044836035|1|0|0|0|0|1|2025-04-09||Love it|"I bought this jacket as part of the suit (with the Lowen Jetset Pants) and I love both pieces. The color is beautiful, a touch more rust-toned in person, as opposed to a bright orange. The fit is close to the body and streamlined, but not tight (fabric is slightly stretchy). I wore it on a short commuter flight heading to a court appearance, and to court. It was super comfortable, did not wrinkle, and I received no less than five compliments. It fits true to size (I'm size 12, with a curvy/athletic build). At 5' 8"", the pants are the right length for me to wear with flats or heels, which is ideal if you want to wear the suit when you are traveling. More colors in both the jacket and pants, please!"
MMLaFleur|https://mmlafleur.com/products/cody-black|Cody Boyfriend Jardigan :: Black|||249|Jackets|8022044213443|4|0|0|1|1|2|2025-04-21||Finally!|Love this version of the Jardigan. Fit is fantastic and the button ensures that I have belly coverage and the Jardigan does not flap open in the breeze. So flattering. I've tried the Jardigan in all shapes and forms. None of the previous ones really worked for me, but this one does!
MMLaFleur|https://mmlafleur.com/products/cody-black|Cody Boyfriend Jardigan :: Black|||249|Jackets|8022044213443|4|0|0|1|1|2|2025-04-05||It looks and feels great.|It looks and feels great. Only complaint, the fabric is a bit heavy / slippery and the double breast buttons come undone often. The buttons need to be larger/have a rubbery edge or finish.
MMLaFleur|https://mmlafleur.com/products/cody-black|Cody Boyfriend Jardigan :: Black|||249|Jackets|8022044213443|4|0|0|1|1|2|2025-02-24||Love it! Structured and comfortable!|Love it! Structured and comfortable!
MMLaFleur|https://mmlafleur.com/products/ayla-midnight-wash|Ayla V-Neck Jacket - Stretch Denim :: Midnight Wash|||329|Jackets|8067011018947|3|0|0|0|0|3|2025-05-22||Chic and good fit.|Chic and good fit.
MMLaFleur|https://mmlafleur.com/products/ayla-midnight-wash|Ayla V-Neck Jacket - Stretch Denim :: Midnight Wash|||329|Jackets|8067011018947|3|0|0|0|0|3|2025-04-13||I purchased this in the|I purchased this in the OrigamiTech fabric in Olive. It runs large. I sized down one. If my shoulders were not as broad/arms muscular, I would have tried sizing down two sizes. Despite that--it is a really cute and versatile jacket in a good neutral color.
MMLaFleur|https://mmlafleur.com/products/ayla-midnight-wash|Ayla V-Neck Jacket - Stretch Denim :: Midnight Wash|||329|Jackets|8067011018947|3|0|0|0|0|3|2025-04-03||.|.
MMLaFleur|https://mmlafleur.com/products/kane-midnight-wash|Kane Cropped Jacket - Stretch Denim :: Midnight Wash|||299|Jackets|8080231170243|1|0|0|0|0|1|2025-05-19||Fabulous jean jacket that looks|Fabulous jean jacket that looks adorable with the matching Bari jeans and will be super useful thrown over dresses for a casual look.
MMLaFleur|https://mmlafleur.com/products/moreland-jacket-origami-suiting-cool-charcoal|Moreland Travel Blazer - OrigamiTech :: Cool Charcoal|||349|Jackets|6725163122883|282|4|6|12|35|225|2025-06-10||I do like the blazer.|I do like the blazer. Wore it to an official business event paired with a skirt. It was a hot and hit day but the blazer was comfortable. I likest he versatility of it and it wears comfortably
MMLaFleur|https://mmlafleur.com/products/moreland-jacket-origami-suiting-cool-charcoal|Moreland Travel Blazer - OrigamiTech :: Cool Charcoal|||349|Jackets|6725163122883|282|4|6|12|35|225|2025-05-22||Mixed Review|This suit ended up being more informal than anticipated. It is fine for the day of travel to sit on a plane or train, but isn’t appropriate for a business meeting. The jacket is probably better with a dress than with the accompanying pants.
MMLaFleur|https://mmlafleur.com/products/moreland-jacket-origami-suiting-cool-charcoal|Moreland Travel Blazer - OrigamiTech :: Cool Charcoal|||349|Jackets|6725163122883|282|4|6|12|35|225|2025-05-21||Fab suit|Love MM always…and this suit is perfect for everyday and especially for travel! Just wore to a conference, and just did a quick iron job on it before wearing it and I was good to go! Love it super comfy and I feel like a star in it!
MMLaFleur|https://mmlafleur.com/products/moreland-jacket-origami-suiting-cool-charcoal|Moreland Travel Blazer - OrigamiTech :: Cool Charcoal|||349|Jackets|6725163122883|282|4|6|12|35|225|2025-05-19||Love this suit. I get|Love this suit. I get so many compliments when I wear it. The fit is perfect.
MMLaFleur|https://mmlafleur.com/products/moreland-jacket-origami-suiting-cool-charcoal|Moreland Travel Blazer - OrigamiTech :: Cool Charcoal|||349|Jackets|6725163122883|282|4|6|12|35|225|2025-05-18||love it- great fit! right|love it- great fit! right weight
MMLaFleur|https://mmlafleur.com/products/yiyan-dark-navy|Yiyan Classic Blazer - Wool Twill :: Dark Navy|||499|Jackets|7200942948547|72|2|5|5|13|47|2025-05-18||Perfect jacket! Great fabric!|Perfect jacket! Great fabric!
MMLaFleur|https://mmlafleur.com/products/rossi-bluebell|Rossi Executive Blazer - Wool Twill :: Bluebell|||529|Jackets|8022044475587|10|0|0|0|1|9|2025-06-04||First and second purchase was|First and second purchase was the blazer and matching pants. Absolutely beautiful and well made. On to my next purchase…. .
MMLaFleur|https://mmlafleur.com/products/rossi-bluebell|Rossi Executive Blazer - Wool Twill :: Bluebell|||529|Jackets|8022044475587|10|0|0|0|1|9|2025-05-31||Perfect jacket to grab and go|Love the length works great over slimmer skirts and pants.
MMLaFleur|https://mmlafleur.com/products/aniya-bluebell|Aniya Crop Jacket - Wool Twill :: Bluebell|||369|Jackets|8023714398403|8|0|0|0|3|5|2025-04-12||This is my second Aniya|This is my second Aniya because I’ve discovered the value of having a cropped jacket with great lines in my rotation, especially with dresses and high waisted pants. The measurements are a bit different than the first iteration and I’m pleasantly surprised that it still works just fine on my long-ish torso. The black/white crosshatch is a nice neutral that I can pair with navy or black. It’s that classic style that reminds me of (in a very good way) of my grandmother’s stylish outfits.
MMLaFleur|https://mmlafleur.com/products/aniya-bluebell|Aniya Crop Jacket - Wool Twill :: Bluebell|||369|Jackets|8023714398403|8|0|0|0|3|5|2025-04-09||Loved the color and the|Loved the color and the fabric. However, the shoulder pads made me look like a line backer. I returned it.
MMLaFleur|https://mmlafleur.com/products/aniya-bluebell|Aniya Crop Jacket - Wool Twill :: Bluebell|||369|Jackets|8023714398403|8|0|0|0|3|5|2025-04-04||Minor alterations needed as shoulders|Minor alterations needed as shoulders are too padded/wide and sleeves too long for petite frame but Bluebell color is gorgeous and length is great. Love the cloth buttons. Bought the pants to make a suit and it will be a great outfit for spring and summer.
MMLaFleur|https://mmlafleur.com/products/aniya-bluebell|Aniya Crop Jacket - Wool Twill :: Bluebell|||369|Jackets|8023714398403|8|0|0|0|3|5|2025-03-31||Gorgeous jacket! The color and|Gorgeous jacket! The color and craftsmanship are even better in person. It is true to size and exceptionally flattering.
MMLaFleur|https://mmlafleur.com/products/aniya-bluebell|Aniya Crop Jacket - Wool Twill :: Bluebell|||369|Jackets|8023714398403|8|0|0|0|3|5|2025-03-22||Needs a good steam and|Needs a good steam and the sleeves shortened, but otherwise beautiful color and good fit
MMLaFleur|https://mmlafleur.com/products/russell-bluebell|Russell Button Down - Washable Wool Twill :: Bluebell|||299|Tops|8024745803971|3|0|0|0|0|3|2025-04-21||Gorgeous color|Love the fabric and fit of this shirt. Looks professional, but is very comfortable. Color is fantastic. Runs very large. I ordered a size smaller than my normal.
MMLaFleur|https://mmlafleur.com/products/russell-bluebell|Russell Button Down - Washable Wool Twill :: Bluebell|||299|Tops|8024745803971|3|0|0|0|0|3|2025-04-12||Loved color and jacket. Returned|Loved color and jacket. Returned for smaller size, much too big and hoping for right fit.
MMLaFleur|https://mmlafleur.com/products/russell-bluebell|Russell Button Down - Washable Wool Twill :: Bluebell|||299|Tops|8024745803971|3|0|0|0|0|3|2025-03-29||This Shacket style is a|This Shacket style is a sleeper hit and a perfect addition to my power casual wardrobe. The wool is substantial yet refined, not too thick. I love wearing it as an easy layer over other tops for both warmth and style. It runs large, so went with a small rather than my usual medium. The color is absolutely gorgeous l, complements many others and will play well for most seasons. Perfect for 60 degree weather.
MMLaFleur|https://mmlafleur.com/products/ayla-olive|Ayla Travel Jacket - OrigamiTech :: Olive|||349|Jackets|8022045098179|3|0|0|0|0|3|2025-05-22||Chic and good fit.|Chic and good fit.
MMLaFleur|https://mmlafleur.com/products/ayla-olive|Ayla Travel Jacket - OrigamiTech :: Olive|||349|Jackets|8022045098179|3|0|0|0|0|3|2025-04-13||I purchased this in the|I purchased this in the OrigamiTech fabric in Olive. It runs large. I sized down one. If my shoulders were not as broad/arms muscular, I would have tried sizing down two sizes. Despite that--it is a really cute and versatile jacket in a good neutral color.
MMLaFleur|https://mmlafleur.com/products/ayla-olive|Ayla Travel Jacket - OrigamiTech :: Olive|||349|Jackets|8022045098179|3|0|0|0|0|3|2025-04-03||.|.
MMLaFleur|https://mmlafleur.com/products/yasmine-saddle|Yasmine Blazer - Wool Twill :: Saddle|||499|Jackets|8023705583811|26|0|0|0|6|20|2025-05-24||"I am 5'2"" and 104#"|"I am 5'2"" and 104# and this blazer in size 00 is perfect, no alterations needed. I previously bought this in black and came back to buy it in navy. It is a truly deep neutral navy that works on cooler skin tones. The material is substantial, yet it was not too hot in the warm climate I'm in. The quality is excellent and the stretch seams make it very comfortable. The only thing I don't love is the material picks up lint and pet hair easily. I wish it came in more ""fun"" colors."
MMLaFleur|https://mmlafleur.com/products/yasmine-saddle|Yasmine Blazer - Wool Twill :: Saddle|||499|Jackets|8023705583811|26|0|0|0|6|20|2025-05-05||Love it. Had to size|Love it. Had to size up to close the buttons. Arrived a little wrinkly but not a deal breaker.
MMLaFleur|https://mmlafleur.com/products/yasmine-saddle|Yasmine Blazer - Wool Twill :: Saddle|||499|Jackets|8023705583811|26|0|0|0|6|20|2025-01-10|||Excellent material and fit
MMLaFleur|https://mmlafleur.com/products/yasmine-saddle|Yasmine Blazer - Wool Twill :: Saddle|||499|Jackets|8023705583811|26|0|0|0|6|20|2024-07-24||The most comfortable blazer|"I just upgraded my suiting to these from MM and can't believe how comfortable I am in them. I usually size up in suit jackets because without stretch I get uncomfortable and squirmy (ADHD) and I feel so much better wearing the right size now! The stretch in these suits are such a relief.

I'm 5'5"" and got one Yiyan and one Yasmine in different colors -- I'm right between normal and petite sizing depending on the item, and like having the variety. With my longer Yiyan I wear skinnier cut pants, and straight/wide leg with my Yasmine."
MMLaFleur|https://mmlafleur.com/products/yasmine-saddle|Yasmine Blazer - Wool Twill :: Saddle|||499|Jackets|8023705583811|26|0|0|0|6|20|2024-07-12|||Love the stretch inside the lining. Great jacket for suiting or with jeans or a dress!
MMLaFleur|https://mmlafleur.com/products/neale-jacket-washable-wool-twill-black|Neale Jacket - Wool Twill :: Black|||359|Jackets|7606372565187|29|2|0|1|5|21|2025-05-18||Nice jacket, easy to wear|Nice jacket, easy to wear over the Cynthia dress!
MMLaFleur|https://mmlafleur.com/products/neale-jacket-washable-wool-twill-black|Neale Jacket - Wool Twill :: Black|||359|Jackets|7606372565187|29|2|0|1|5|21|2025-05-12||Great jacket. Exactly what I|Great jacket. Exactly what I was looking for when wearing dresses to work!
MMLaFleur|https://mmlafleur.com/products/neale-jacket-washable-wool-twill-black|Neale Jacket - Wool Twill :: Black|||359|Jackets|7606372565187|29|2|0|1|5|21|2025-03-29||Nice cut, great material. Not|Nice cut, great material. Not really worth the price though.
MMLaFleur|https://mmlafleur.com/products/neale-jacket-washable-wool-twill-black|Neale Jacket - Wool Twill :: Black|||359|Jackets|7606372565187|29|2|0|1|5|21|2024-12-15||I appreciate the pants very|I appreciate the pants very good fit and feel. As well as the reliable comfort and class in all garments purchased from MM LaFleur.
MMLaFleur|https://mmlafleur.com/products/neale-jacket-washable-wool-twill-black|Neale Jacket - Wool Twill :: Black|||359|Jackets|7606372565187|29|2|0|1|5|21|2024-11-18|||The jacket was a gift for my daughter for an interview, the fit and look were perfect.
MMLaFleur|https://mmlafleur.com/products/ohara-black|O'Hara Boyfriend Blazer - Everyday Crepe :: Black|||399|Jackets|7684992729283|79|1|1|8|13|56|2025-05-01||The quality of the blazer|"The quality of the blazer is great. The sizing is large. In retrospect, I should've exchanged it for a smaller size. I am 5'7"" and 145lbs, athletic build. The size 6 on me is BIG. I recommend sizing down."
MMLaFleur|https://mmlafleur.com/products/ohara-black|O'Hara Boyfriend Blazer - Everyday Crepe :: Black|||399|Jackets|7684992729283|79|1|1|8|13|56|2025-04-18||I|I
MMLaFleur|https://mmlafleur.com/products/ohara-black|O'Hara Boyfriend Blazer - Everyday Crepe :: Black|||399|Jackets|7684992729283|79|1|1|8|13|56|2025-04-04||Love it. I’ve been wearing|Love it. I’ve been wearing it every office day since I got it. Crushed my presentation to c-suite in it
MMLaFleur|https://mmlafleur.com/products/ohara-black|O'Hara Boyfriend Blazer - Everyday Crepe :: Black|||399|Jackets|7684992729283|79|1|1|8|13|56|2025-03-26||I really liked this blazer.|I really liked this blazer. I got a ten and it draped beautifully, not to tight. HOWEVER, I wanted to use it as part of a suit and there were not any matching pants that I could find
MMLaFleur|https://mmlafleur.com/products/ohara-black|O'Hara Boyfriend Blazer - Everyday Crepe :: Black|||399|Jackets|7684992729283|79|1|1|8|13|56|2025-03-17||Nice and light-weight. The fit|Nice and light-weight. The fit is definitely on the boxy side. Looks good with the pants and the dress.
MMLaFleur|https://mmlafleur.com/products/merritt-jardigan-latte|Merritt Wrap Jardigan :: Latte|||339|Jackets|7956151042243|248|7|7|21|32|181|2025-05-13||I gave this four stars|I gave this four stars because, despite a few drawbacks, I still like it. There are no pockets, which is a downside, and the fabric is heavier than I expected - I tend to prefer very soft materials. Additionally, the shoulder pads are sewn in, a small detail but worth noting. That said, I wore it, and on the first day, I received several compliments!
MMLaFleur|https://mmlafleur.com/products/merritt-jardigan-latte|Merritt Wrap Jardigan :: Latte|||339|Jackets|7956151042243|248|7|7|21|32|181|2025-05-12||Love this jardigan! It’s a|Love this jardigan! It’s a perfect in between of comfort and professional! It’s also very soft.
MMLaFleur|https://mmlafleur.com/products/merritt-jardigan-latte|Merritt Wrap Jardigan :: Latte|||339|Jackets|7956151042243|248|7|7|21|32|181|2025-04-25||These items are perfect for|These items are perfect for traveling.
MMLaFleur|https://mmlafleur.com/products/woolf-jardigan-latte|Woolf Jardigan :: Latte|||299|Jackets|6725135728835|188|16|7|16|28|121|2025-05-04||Everyone should own one. Looks|Everyone should own one. Looks great and is very comfortable.
MMLaFleur|https://mmlafleur.com/products/woolf-jardigan-latte|Woolf Jardigan :: Latte|||299|Jackets|6725135728835|188|16|7|16|28|121|2025-03-29||Easy to wear with business|Easy to wear with business to casual outfits.
MMLaFleur|https://mmlafleur.com/products/woolf-jardigan-latte|Woolf Jardigan :: Latte|||299|Jackets|6725135728835|188|16|7|16|28|121|2025-02-12||Good quality, versatile piece for|Good quality, versatile piece for the office.
MMLaFleur|https://mmlafleur.com/products/woolf-jardigan-latte|Woolf Jardigan :: Latte|||299|Jackets|6725135728835|188|16|7|16|28|121|2025-02-01||I have several jardigans, with|I have several jardigans, with this style as my favorite. Everytime I wear it to work I receive several compliments. I do recommend sizing up.
MMLaFleur|https://mmlafleur.com/products/woolf-jardigan-latte|Woolf Jardigan :: Latte|||299|Jackets|6725135728835|188|16|7|16|28|121|2024-12-28||Just what I needed|Just what I needed
MMLaFleur|https://mmlafleur.com/products/athena-black|Athena Jetset Blazer - Everyday Crepe with Topstitch :: Black|||499|Jackets|8024758223043|1|0|0|0|0|1|2025-04-09||Love it|"I bought this jacket as part of the suit (with the Lowen Jetset Pants) and I love both pieces. The color is beautiful, a touch more rust-toned in person, as opposed to a bright orange. The fit is close to the body and streamlined, but not tight (fabric is slightly stretchy). I wore it on a short commuter flight heading to a court appearance, and to court. It was super comfortable, did not wrinkle, and I received no less than five compliments. It fits true to size (I'm size 12, with a curvy/athletic build). At 5' 8"", the pants are the right length for me to wear with flats or heels, which is ideal if you want to wear the suit when you are traveling. More colors in both the jacket and pants, please!"
MMLaFleur|https://mmlafleur.com/products/frankie-black|Frankie Jacket - Everyday Crepe with Topstitch :: Black|||529|Jackets|7686784024771|7|0|0|0|2|5|2025-04-08||This jacket is so lovely!|This jacket is so lovely! My regular size wasn’t available so I went with the medium. Sadly, the sleeves were too long and the volume and weight of the material made the jacket too heavy for easy packing. Considered tailoring I loved it so much, but it made the overall price point higher than I budgeted so I sent it back. I do highly recommend it to others, however!
MMLaFleur|https://mmlafleur.com/products/frankie-black|Frankie Jacket - Everyday Crepe with Topstitch :: Black|||529|Jackets|7686784024771|7|0|0|0|2|5|2025-03-26||This is literally the most|"This is literally the most gorgeous coat/jacket I've ever had. It drapes beautifully, doesn't wrinkle during wear, travels so well, and makes me feel like ""I've arrived. "" The white trim is SUCH a nice touch because sometimes all-black coats can be so boring. This touch makes the jacket go with literally everything."
MMLaFleur|https://mmlafleur.com/products/frankie-black|Frankie Jacket - Everyday Crepe with Topstitch :: Black|||529|Jackets|7686784024771|7|0|0|0|2|5|2024-10-19||I was excited to get|I was excited to get this coat, but I think I am in between sizes. I’m normally a 10 in coats (8 in tops) and got a Medium. It fit on the shoulders but was big everywhere else. Unfortunately that didn’t make it look great on me. It’s really cute. It’s a thin jacket—perfect for over suit coats or other layered dressy clothes or when it isn’t that cold out. The stitching really adds to the coat, although as someone with larger hips, I would prefer to not have the stitching on the lower pockets.
MMLaFleur|https://mmlafleur.com/products/frankie-black|Frankie Jacket - Everyday Crepe with Topstitch :: Black|||529|Jackets|7686784024771|7|0|0|0|2|5|2024-10-19||The jacket is this fall’s|The jacket is this fall’s favorite. Excellent tailoring.
MMLaFleur|https://mmlafleur.com/products/frankie-black|Frankie Jacket - Everyday Crepe with Topstitch :: Black|||529|Jackets|7686784024771|7|0|0|0|2|5|2024-09-17||I absolutely love this jacket|"I absolutely love this jacket but I had to return because at 5'3"", it just felt too big even in an extra small."
MMLaFleur|https://mmlafleur.com/products/rossi-black|Rossi Executive Blazer - Washable Wool Twill :: Black|||529|Jackets|8022044180675|10|0|0|0|1|9|2025-06-04||First and second purchase was|First and second purchase was the blazer and matching pants. Absolutely beautiful and well made. On to my next purchase…. .
MMLaFleur|https://mmlafleur.com/products/rossi-black|Rossi Executive Blazer - Washable Wool Twill :: Black|||529|Jackets|8022044180675|10|0|0|0|1|9|2025-05-31||Perfect jacket to grab and go|Love the length works great over slimmer skirts and pants.
MMLaFleur|https://mmlafleur.com/products/cody-dot-knit|Cody Boyfriend Jardigan - Dot Jardigan Knit :: Dark Navy/Ivory|||359|Jackets|8067012001987|4|0|0|1|1|2|2025-04-21||Finally!|Love this version of the Jardigan. Fit is fantastic and the button ensures that I have belly coverage and the Jardigan does not flap open in the breeze. So flattering. I've tried the Jardigan in all shapes and forms. None of the previous ones really worked for me, but this one does!
MMLaFleur|https://mmlafleur.com/products/cody-dot-knit|Cody Boyfriend Jardigan - Dot Jardigan Knit :: Dark Navy/Ivory|||359|Jackets|8067012001987|4|0|0|1|1|2|2025-04-05||It looks and feels great.|It looks and feels great. Only complaint, the fabric is a bit heavy / slippery and the double breast buttons come undone often. The buttons need to be larger/have a rubbery edge or finish.
MMLaFleur|https://mmlafleur.com/products/cody-dot-knit|Cody Boyfriend Jardigan - Dot Jardigan Knit :: Dark Navy/Ivory|||359|Jackets|8067012001987|4|0|0|1|1|2|2025-02-24||Love it! Structured and comfortable!|Love it! Structured and comfortable!
MMLaFleur|https://mmlafleur.com/products/jolie-dot-knit|Jolie Lapel Jardigan - Dot Jardigan Knit :: Dark Navy/Ivory|||259|Jackets|8075476467907|71|0|0|2|8|61|2025-05-16||Wearing it in Florida now!|Wearing it in Florida now!
MMLaFleur|https://mmlafleur.com/products/jolie-dot-knit|Jolie Lapel Jardigan - Dot Jardigan Knit :: Dark Navy/Ivory|||259|Jackets|8075476467907|71|0|0|2|8|61|2025-04-26||Great look and light enough|Great look and light enough for Florida
MMLaFleur|https://mmlafleur.com/products/jolie-dot-knit|Jolie Lapel Jardigan - Dot Jardigan Knit :: Dark Navy/Ivory|||259|Jackets|8075476467907|71|0|0|2|8|61|2025-04-10||Comfortable, classy, versatile.|Comfortable, classy, versatile.
MMLaFleur|https://mmlafleur.com/products/jolie-dot-knit|Jolie Lapel Jardigan - Dot Jardigan Knit :: Dark Navy/Ivory|||259|Jackets|8075476467907|71|0|0|2|8|61|2025-04-09||​Love my Jolie Lapel Jardigan​|​Love my Jolie Lapel Jardigan​ in black​--perfect drape, not too long nor too heavy, it easily adds a lift to my outfits.
MMLaFleur|https://mmlafleur.com/products/jolie-dot-knit|Jolie Lapel Jardigan - Dot Jardigan Knit :: Dark Navy/Ivory|||259|Jackets|8075476467907|71|0|0|2|8|61|2025-02-27||Love my Jolie Cardigan!|Love my Jolie Cardigan!
MMLaFleur|https://mmlafleur.com/products/porter-blazer-interweave-black-white|Porter Jacket - Interweave :: Black / White|||629|Jackets|6725167251651|42|1|1|8|3|29|2025-04-01||Absolutely love this piece. I've|Absolutely love this piece. I've gotten so many compliments. It's very comfortable and stylish. Highly recommend.
MMLaFleur|https://mmlafleur.com/products/porter-blazer-interweave-black-white|Porter Jacket - Interweave :: Black / White|||629|Jackets|6725167251651|42|1|1|8|3|29|2025-01-22||Expensive, classic, forever piece. Love|Expensive, classic, forever piece. Love it.
MMLaFleur|https://mmlafleur.com/products/porter-blazer-interweave-black-white|Porter Jacket - Interweave :: Black / White|||629|Jackets|6725167251651|42|1|1|8|3|29|2024-12-15||I've had my eye on|I've had my eye on this for a while and I finally pulled the trigger - and so glad I did! I absolutely love it. Other reviews had said it ran it bit small so I ordered the L and It fits well. The sleeves are a bit long, but easy to turn up the cuffs and it looks great. I often turn up the cuffs on my jackets anyway. Anyway, I am super pleased with this lovely jacket.
MMLaFleur|https://mmlafleur.com/products/porter-blazer-interweave-black-white|Porter Jacket - Interweave :: Black / White|||629|Jackets|6725167251651|42|1|1|8|3|29|2024-11-19||Gorgeous jacket, well made and|Gorgeous jacket, well made and super flattering!
MMLaFleur|https://mmlafleur.com/products/porter-blazer-interweave-black-white|Porter Jacket - Interweave :: Black / White|||629|Jackets|6725167251651|42|1|1|8|3|29|2024-10-08||I’ve been craving this jacket|I’ve been craving this jacket since I first saw it, just waiting for a sale. It does not disappoint. It looks and feels wonderful, and I’m thrilled. My usual size M fits perfectly on my long torso, not short-waisted as so many jackets can be. This will be my go-to all season.
MMLaFleur|https://mmlafleur.com/products/lilia-blazer-interweave-black-white|Lilia Jacket - Interweave :: Black / White|||499|Jackets|6725167218883|35|0|1|2|4|28|2025-04-28||Absolutely the best purchase. Got|Absolutely the best purchase. Got more than 10 compliments on day 1 of wearing it. Love it!
MMLaFleur|https://mmlafleur.com/products/lilia-blazer-interweave-black-white|Lilia Jacket - Interweave :: Black / White|||499|Jackets|6725167218883|35|0|1|2|4|28|2025-04-24||Lovely, unique, and high quality.|Lovely, unique, and high quality. The arm fringe is quite long so that might take some getting used to. Love the white/ivory subtle weave.
MMLaFleur|https://mmlafleur.com/products/lilia-blazer-interweave-black-white|Lilia Jacket - Interweave :: Black / White|||499|Jackets|6725167218883|35|0|1|2|4|28|2024-11-15||Beautiful and classy. I can|Beautiful and classy. I can wear with jeans or dress up. Great addition to my wardrobe.
